Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
151,Yunus Emre Konak,tr TUR,"MF,FW",Brentford,19-042,2006,0.2,0,0,0,10,0,0,0,0,5,0,0,0,5,10,10,50,Matches
152,Julio Enciso,py PAR,"MF,FW",Ipswich Town,21-029,2004,1.3,0.77,0,0,1.54,3.08,0,2.31,0.77,0.77,0,0,0,7.69,0.77,1.54,33.3,Matches
153,Julio Enciso,py PAR,"MF,FW",Brighton,21-029,2004,3.3,0,0,0,0.91,2.12,0,6.06,0,0,0,0,0,4.55,1.82,1.52,54.5,Matches
154,Wataru Endo,jp JPN,MF,Liverpool,32-012,1993,1.2,0,0,0,7.5,5,0,0,1.67,2.5,0,0,0,5.83,0.83,1.67,33.3,Matches
155,Christian Eriksen,dk DEN,MF,Manchester Utd,33-007,1992,7.1,0.28,0,0,0.7,0.28,0,6.9,0.85,0.7,0,0,0,5.63,0.28,0.56,33.3,Matches
156,Romain Esse,eng ENG,MF,Crystal Palace,19-284,2005,0.1,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,100,Matches
157,Pervis Estupinan,ec ECU,DF,Brighton,27-031,1998,15.7,0.19,0,0,1.53,0.76,0.19,5.29,1.15,1.72,0,0,0,5.86,1.53,1.15,57.1,Matches
158,Evanilson,br BRA,FW,Bournemouth,25-138,1999,15.2,0,0,0,1.51,2.24,0.72,0,0,0.26,0.33,0,0,2.83,1.71,3.03,36.1,Matches
159,Jonny Evans,nir NIR,DF,Manchester Utd,37-049,1988,3.2,0.31,0,0,1.56,1.88,0,0,1.25,1.56,0,0,0,4.69,2.5,0.94,72.7,Matches
160,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26-237,1998,18.4,0.05,0,0,0.38,1.85,0.27,4.35,0.38,0.92,0,0,0,5.11,0.22,1.58,12.1,Matches
161,Lukasz Fabianski,pl POL,GK,West Ham,39-309,1985,11.9,0.17,0,0,0.17,0.08,0,0,0,0,0,0.17,0,0.42,0.17,0.08,66.7,Matches
162,Wout Faes,be BEL,DF,Leicester City,26-324,1998,19.3,0.16,0,0,0.73,0.26,0.05,0.1,0.88,0.93,0,0,0,2.75,1.81,0.98,64.8,Matches
163,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,20-350,2004,6.4,0,0,0,1.72,3.13,0.31,4.69,0.63,2.34,0,0,0,5.94,2.19,2.03,51.9,Matches
164,Joao Felix,pt POR,"FW,MF",Chelsea,25-103,1999,4.1,0.49,0,0,1.46,4.15,0.24,0,0.73,0.73,0,0,0,5.37,0.98,1.22,44.4,Matches
165,Evan Ferguson,ie IRL,FW,West Ham,20-125,2004,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,40,Matches
166,Evan Ferguson,ie IRL,FW,Brighton,20-125,2004,2.7,0,0,0,1.11,0.37,0,0,0,1.11,0,0,0,3.7,1.48,3.33,30.8,Matches
167,Bruno Fernandes,pt POR,MF,Manchester Utd,30-166,1994,22.4,0.18,0.09,0.04,0.94,1.29,0.09,5.36,0.85,1.34,0,0,0,5.71,0.76,1.03,42.5,Matches
168,Mateus Fernandes,pt POR,MF,Southampton,20-226,2004,20.3,0.34,0,0,1.48,1.72,0.15,4.04,0.64,1.63,0,0,0,5.32,0.54,0.39,57.9,Matches
169,Enzo Fernandez,ar ARG,MF,Chelsea,24-035,2001,19.8,0.25,0,0,1.62,1.57,0,2.83,0.51,1.21,0,0,0,4.9,0.51,1.16,30.3,Matches
170,Mark Flekken,nl NED,GK,Brentford,31-253,1993,23.4,0.04,0,0,0,0.13,0,0,0,0.09,0,0,0,1.24,0.17,0,100,Matches
171,Phil Foden,eng ENG,"MF,FW",Manchester City,24-269,2000,16,0.13,0,0,0.31,1.63,0.19,4,0.56,0.19,0,0,0,3.31,0.19,0.44,30,Matches
172,Wesley Fofana,fr FRA,DF,Chelsea,24-066,2000,11.3,0.53,0,0,1.68,1.33,0,0.09,1.06,1.06,0,0,0,4.34,2.04,0.88,69.7,Matches
173,Carlos Forbs,pt POR,"MF,FW",Wolves,20-339,2004,2.6,0.77,0,0,0.77,0.38,0,3.46,0.38,1.92,0,0,0,4.23,0.38,1.15,25,Matches
174,Fraser Forster,eng ENG,GK,Tottenham,36-341,1988,7,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,100,Matches
175,Ryan Fraser,sct SCO,"FW,DF",Southampton,30-363,1994,3.4,0,0.29,0,0.29,1.18,0.29,3.53,0.29,0.59,0,0.29,0,2.94,0.59,0.88,40,Matches
176,Niclas Fullkrug,de GER,FW,West Ham,32-012,1993,4.1,0.24,0,0,2.2,0.73,0.98,0,0,0.49,0,0,0,0.98,4.88,5.85,45.5,Matches
177,Cody Gakpo,nl NED,FW,Liverpool,25-290,1999,15.2,0.26,0,0,0.92,1.25,0.33,3.55,0.46,0.79,0.07,0,0,3.62,0.86,1.12,43.3,Matches
178,Idrissa Gana Gueye,sn SEN,MF,Everton,35-148,1989,21.4,0.23,0,0,1.68,1.45,0,0.23,1.36,2.29,0,0,0,5.79,0.75,0.61,55.2,Matches
179,Andres Garcia,es ESP,DF,Aston Villa,22-014,2003,2.2,0,0,0,0.45,0,0,6.82,0,1.82,0,0,0,5,0,1.36,0,Matches
180,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,20-235,2004,15.7,0.06,0,0,0.38,1.53,0.38,1.85,0.64,0.76,0,0,0,4.84,0.13,1.15,10,Matches
181,James Garner,eng ENG,"MF,DF",Everton,23-345,2001,5.8,0.34,0,0,1.03,0.69,0,3.62,1.03,1.55,0,0,0,5.34,0.86,0.69,55.6,Matches
182,Tyrique George,eng ENG,FW,Chelsea,19-017,2006,0.4,2.5,0,0,5,0,2.5,5,0,0,0,0,0,2.5,0,0,,Matches
183,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,25-025,2000,18.4,0.38,0.05,0.05,1.41,1.52,0.22,1.2,0.71,0.71,0.05,0,0,4.62,1.47,1.79,45,Matches
184,Billy Gilmour,sct SCO,MF,Brighton,23-255,2001,1.1,0,0,0,1.82,2.73,0,0.91,0,2.73,0,0,0,4.55,0,0,,Matches
185,Ben Godfrey,eng ENG,DF,Ipswich Town,27-037,1998,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2.86,2.86,0,100,Matches
186,Martial Godo,eng ENG,FW,Fulham,21-344,2003,0.2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,Matches
187,Joao Gomes,br BRA,MF,Wolves,24-009,2001,21.5,0.37,0.05,0.05,2.47,1.07,0.05,0.84,0.88,1.86,0,0,0,5.53,0.37,0.79,32,Matches
188,Rodrigo Gomes,pt POR,"DF,FW",Wolves,21-229,2003,6.3,0,0,0,0.32,0.63,0,2.86,0.63,1.9,0,0,0,3.17,0.63,2.38,21.1,Matches
189,Toti Gomes,pt POR,DF,Wolves,26-036,1999,16,0.25,0,0,0.81,0.63,0.25,0.44,0.63,1.69,0,0.06,0,3.75,1.81,0.69,72.5,Matches
190,Diego Gómez,py PAR,MF,Brighton,21-331,2003,0.7,0,0,0,0,0,0,1.43,0,4.29,0,0,0,10,1.43,1.43,50,Matches
191,Joe Gomez,eng ENG,DF,Liverpool,27-274,1997,5.8,0.17,0,0,0.34,0.52,0,0.34,1.21,1.72,0,0,0,5.86,1.55,0.69,69.2,Matches
192,Nicolas Gonzalez,es ESP,MF,Manchester City,23-049,2002,1,0,0,0,0,1,0,0,1,0,0,0,0,4,0,1,0,Matches
193,Anthony Gordon,eng ENG,FW,Newcastle Utd,23-363,2001,21.4,0.09,0,0,0.75,2.48,0.33,4.86,0.28,0.7,0.05,0,0,3.93,0.23,0.28,45.5,Matches
194,Ryan Gravenberch,nl NED,MF,Liverpool,22-281,2002,24.7,0.2,0,0,1.5,1.46,0,0.2,1.86,0.97,0,0,0,5.43,0.73,0.24,75,Matches
195,Archie Gray,eng ENG,DF,Tottenham,18-346,2006,10.8,0,0,0,0.56,0.46,0,0.46,0.74,0.37,0,0,0.09,4.17,0.74,0.46,61.5,Matches
196,Jack Grealish,eng ENG,"FW,MF",Manchester City,29-164,1995,6.8,0.44,0,0,0.44,3.09,0,2.94,0.29,0.74,0,0,0,2.94,0.15,0.88,14.3,Matches
197,Jacob Greaves,eng ENG,DF,Ipswich Town,24-162,2000,15,0.2,0,0,0.53,0.73,0.07,0,1.07,0.73,0,0,0,2,3,1.73,63.4,Matches
198,Brajan Gruda,de GER,"FW,MF",Brighton,20-266,2004,4.1,0,0,0,0.73,1.46,0.24,3.17,0.49,0.98,0,0,0,3.66,0.49,0.73,40,Matches
199,Albert Gronbaek,dk DEN,MF,Southampton,23-274,2001,0.8,0,0,0,0,0,0,0,0,1.25,0,0,0,5,0,0,,Matches
200,Gonçalo Guedes,pt POR,"MF,FW",Wolves,28-084,1996,8.2,0.12,0,0,1.71,1.71,0.37,1.95,0.61,0.49,0,0,0,3.78,0.37,1.22,23.1,Matches
201,Marc Guehi,eng ENG,DF,Crystal Palace,24-223,2000,24,0.21,0,0,0.5,0.83,0,0.42,0.63,0.92,0,0,0.08,4.58,2.54,1.67,60.4,Matches
202,Luis Guilherme,br BRA,"MF,FW",West Ham,19-012,2006,0.6,0,0,0,0,3.33,0,8.33,3.33,0,0,0,0,6.67,1.67,1.67,50,Matches
203,Bruno Guimaraes,br BRA,MF,Newcastle Utd,27-097,1997,24,0.17,0,0,1.54,3.46,0.08,0.63,0.88,1.42,0,0,0,5.08,0.58,0.42,58.3,Matches
204,Marc Guiu,es ESP,FW,Chelsea,19-048,2006,0.8,0,0,0,0,0,0,0,0,1.25,0,0,0,2.5,0,1.25,0,Matches
205,Ilkay Gundogan,de GER,MF,Manchester City,34-120,1990,15.9,0.06,0,0,0.63,1.13,0,2.83,0.75,0.63,0,0,0,4.65,0.69,0.44,61.1,Matches
206,Malo Gusto,fr FRA,DF,Chelsea,21-278,2003,15.2,0.2,0,0,0.99,0.92,0.07,2.43,1.05,1.45,0,0,0,5.26,0.39,0.72,35.3,Matches
207,Josko Gvardiol,hr CRO,DF,Manchester City,23-029,2002,23.4,0.04,0,0,0.43,0.68,0.09,0.81,1.07,1.07,0,0,0,3.97,1.54,0.94,62.1,Matches
208,Erling Haaland,no NOR,FW,Manchester City,24-215,2000,24.6,0.08,0,0,0.81,0.49,0.16,0.12,0.16,0.16,0,0,0,0.77,1.75,1.5,53.8,Matches
209,Lewis Hall,eng ENG,DF,Newcastle Utd,20-166,2004,22.3,0.13,0,0,0.36,0.85,0.04,4.57,0.72,1.39,0,0,0,4.8,1.3,1.21,51.8,Matches
210,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,22-357,2002,1.5,2,0,0,5.33,2,0.67,0,0,0,0,0,0,2.67,3.33,6,35.7,Matches
211,Marcus Harness,eng ENG,MF,Ipswich Town,28-363,1996,0.5,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,,Matches
212,Jack Harrison,eng ENG,FW,Everton,28-093,1996,12.8,0,0,0,0.63,1.48,0.23,3.75,0.47,1.17,0,0,0,3.67,0.31,1.25,20,Matches
213,Taylor Harwood-Bellis,eng ENG,DF,Southampton,23-022,2002,21.1,0.33,0,0,1.18,0.52,0,0.43,1.18,0.66,0,0,0,4.12,1.94,1.18,62.1,Matches
214,Kai Havertz,de GER,"FW,MF",Arsenal,25-255,1999,20.4,0.2,0,0,1.76,1.03,0.69,0.54,0.29,0.44,0,0,0,1.91,3.04,3.58,45.9,Matches
215,Jan Paul van Hecke,nl NED,DF,Brighton,24-258,2000,21.9,0.18,0,0,0.73,0.5,0,0.46,0.87,0.91,0,0,0,4.25,2.47,1.74,58.7,Matches
216,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29-026,1996,6.9,0,0,0,0.87,1.16,0,1.16,0.29,0.58,0,0,0,3.91,0.43,1.3,25,Matches
217,Dean Henderson,eng ENG,GK,Crystal Palace,27-346,1997,25,0.12,0,0,0,0,0,0,0,0.04,0,0,0,0.76,0.4,0.04,90.9,Matches
218,Rico Henry,eng ENG,DF,Brentford,27-228,1997,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,100,Matches
219,Mads Hermansen,dk DEN,GK,Leicester City,24-225,2000,17.5,0,0,0,0,0.11,0,0,0,0.06,0,0,0,0.63,0.17,0.06,75,Matches
220,Son Heung-min,kr KOR,FW,Tottenham,32-228,1992,18.6,0.05,0,0,0.22,1.18,0.59,3.12,0.22,0.48,0,0,0,3.6,0.27,0.54,33.3,Matches
221,James Hill,eng ENG,"DF,MF",Bournemouth,23-042,2002,2,0,0,0,2,2,0,3,2,1,0,0,0,2.5,1.5,2,42.9,Matches
222,Jack Hinshelwood,eng ENG,"MF,DF",Brighton,19-316,2005,10.8,0.28,0,0,0.93,0.19,0,1.94,0.65,1.02,0,0,0,3.06,0.65,0.74,46.7,Matches
223,George Hirst,eng ENG,FW,Ipswich Town,26-006,1999,2.6,0.38,0,0,1.92,0.77,0,0.38,0.38,0.38,0,0,0,1.54,5.38,3.08,63.6,Matches
224,Mason Holgate,eng ENG,"FW,DF",Everton,28-122,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,Matches
225,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24-106,2000,17.2,0.06,0,0,0.41,0.76,0.41,3.26,0.7,0.58,0.06,0,0,3.49,0.06,0.58,9.1,Matches
226,Will Hughes,eng ENG,MF,Crystal Palace,29-310,1995,16.6,0.48,0,0,2.71,1.39,0,3.13,0.78,1.81,0,0.06,0,5.6,0.84,0.72,53.8,Matches
227,Dean Huijsen,es ESP,DF,Bournemouth,19-313,2005,14.8,0.34,0,0,0.95,0.34,0.07,0.41,2.09,1.22,0,0,0,4.66,2.57,1.89,57.6,Matches
228,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21-114,2003,21.7,0.23,0,0,1.06,1.38,0.14,2.17,0.41,0.46,0,0,0,3.5,0.28,0.97,22.2,Matches
229,Rasmus Hojlund,dk DEN,FW,Manchester Utd,22-017,2003,13.3,0.08,0,0,0.75,1.58,0.68,0.3,0.08,0.08,0.08,0,0,1.65,1.28,4.14,23.6,Matches
230,Igor,br BRA,DF,Brighton,27-014,1998,10,0.4,0,0,0.9,0.6,0,0.2,0.4,0.4,0,0,0,4,0.8,0.6,57.1,Matches
231,Danny Ings,eng ENG,"FW,MF",West Ham,32-213,1992,3.1,0,0,0,0,0.65,0,0.97,0.32,0.65,0.32,0,0,2.58,2.58,2.58,50,Matches
232,Tim Iroegbunam,eng ENG,MF,Everton,21-236,2003,4.6,0.43,0,0,2.17,1.96,0,0,1.96,2.39,0,0,0,8.26,1.52,0.22,87.5,Matches
233,Andy Irving,sct SCO,MF,West Ham,24-284,2000,1.8,1.11,0,0,3.33,0.56,0,1.11,0.56,2.22,0,0,0,5.56,0.56,0.56,50,Matches
234,Alexander Isak,se SWE,FW,Newcastle Utd,25-153,1999,21,0.05,0,0,0.9,0.52,0.76,0.52,0.1,0.14,0.05,0,0,1.9,0.9,1.81,33.3,Matches
235,Alex Iwobi,ng NGA,"FW,MF",Fulham,28-294,1996,23.4,0.04,0,0,0.51,0.64,0.13,3.5,0.34,0.73,0,0,0,4.02,0.13,0.94,12,Matches
236,Nicolas Jackson,sn SEN,FW,Chelsea,23-246,2001,19.3,0.26,0,0,1.09,1.19,0.78,0.16,0.1,0.52,0,0,0,1.87,0.67,1.35,33.3,Matches
237,Reece James,eng ENG,DF,Chelsea,25-075,1999,5.7,0.18,0,0,0.7,1.05,0,4.91,1.05,1.23,0,0,0,4.56,3.33,0.88,79.2,Matches
238,Vitaly Janelt,de GER,MF,Brentford,26-287,1998,19.9,0.15,0,0,1.06,0.6,0,1.31,0.95,0.9,0,0,0.05,4.52,0.65,0.4,61.9,Matches
239,Vitezslav Jaros,cz CZE,GK,Liverpool,23-213,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
240,Daniel Jebbison,eng ENG,"FW,MF",Bournemouth,21-192,2003,0.7,1.43,0,0,2.86,2.86,0,1.43,1.43,0,0,0,0,7.14,2.86,7.14,28.6,Matches
241,Mathias Jensen,dk DEN,MF,Brentford,29-051,1996,8,0.13,0,0,0.75,1.25,0,3.63,0.75,1,0,0,0,4.75,1,0.63,61.5,Matches
242,Gabriel Jesus,br BRA,FW,Arsenal,27-324,1997,6.8,0.59,0,0,2.06,1.47,1.32,1.03,0.59,0.88,0,0,0,4.12,1.32,2.65,33.3,Matches
243,Raul Jimenez,mx MEX,FW,Fulham,33-292,1991,17.7,0.17,0,0,1.41,1.58,0.68,0.85,0.51,0.62,0.06,0,0,2.54,2.54,3.62,41.3,Matches
244,Kim Jisoo,kr KOR,DF,Brentford,20-059,2004,0.3,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,,Matches
245,Joao Pedro,br BRA,"FW,MF",Brighton,23-148,2001,15.1,0.2,0,0,0.99,2.25,0,1.19,0.4,0.4,0.07,0.07,0,2.72,1.66,1.85,47.2,Matches
246,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-191,1996,21.3,0.42,0,0,2.16,1.27,0.28,0.66,0.94,1.27,0,0,0,5.87,1.97,1.6,55.3,Matches
247,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-028,2000,10.2,0.2,0,0,1.47,0.49,0.1,1.47,1.08,1.76,0,0,0,3.33,1.27,0.98,56.5,Matches
248,Brennan Johnson,wls WAL,FW,Tottenham,23-274,2001,16.9,0.18,0,0,1.12,0.89,0.3,2.31,0.24,1.18,0.06,0,0,2.54,0.41,0.89,31.8,Matches
249,Sam Johnstone,eng ENG,GK,Wolves,31-333,1993,7,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.57,0,100,Matches
250,Curtis Jones,eng ENG,MF,Liverpool,24-022,2001,11.6,0.26,0.09,0.09,0.95,1.64,0,0.34,0.34,1.03,0.09,0,0,4.4,0.78,0.78,50,Matches
251,Jorginho,it ITA,MF,Arsenal,33-063,1991,5.3,0.75,0,0,1.7,2.26,0,0,0.94,0.57,0,0,0,7.36,0.19,0.75,20,Matches
252,Diogo Jota,pt POR,FW,Liverpool,28-079,1996,8.4,0.12,0,0,1.67,1.07,0,0.83,0.48,0.48,0.12,0,0,3.69,2.14,2.74,43.9,Matches
253,James Justin,eng ENG,DF,Leicester City,26-364,1998,22.4,0.13,0,0,0.71,1.25,0.09,1.65,1.47,1.12,0,0,0,2.46,2.01,1.65,54.9,Matches
254,Filip Jorgensen,dk DEN,GK,Chelsea,22-311,2002,4,0,0,0,0.25,0,0,0,0,0,0,0.25,0,1,0,0,,Matches
255,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-137,1999,4.3,0.23,0,0,1.16,0.7,0.23,2.09,1.86,1.4,0,0,0,3.26,0.7,0.23,75,Matches
256,Daichi Kamada,jp JPN,MF,Crystal Palace,28-200,1996,10.4,0.19,0.1,0,1.92,1.15,0.19,1.92,1.25,1.44,0,0,0,4.71,0.19,0.87,18.2,Matches
257,Boubacar Kamara,fr FRA,"MF,DF",Aston Villa,25-090,1999,11.7,0.17,0,0,1.54,1.71,0,0.09,1.11,1.28,0,0,0,4.96,1.11,1.11,50,Matches
258,Michael Kayode,it ITA,DF,Brentford,20-226,2004,0.2,0,0,0,5,0,0,15,0,0,0,0,0,5,5,0,100,Matches
259,Michael Keane,eng ENG,DF,Everton,32-041,1993,9,0.44,0,0,1,0,0,0.11,1.11,0.78,0,0,0,2.56,2.11,1.56,57.6,Matches
260,Caoimhin Kelleher,ie IRL,GK,Liverpool,26-090,1998,8,0,0,0,0,0.13,0,0,0,0,0,0,0,1.88,0.13,0,100,Matches
261,Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-138,1998,3.4,0.59,0,0,1.47,1.47,0.29,0.29,0.29,1.18,0,0,0,5.59,1.76,0.59,75,Matches
262,Milos Kerkez,hu HUN,DF,Bournemouth,21-106,2003,24.2,0.12,0,0,0.91,1.12,0.04,3.02,1.24,0.74,0,0,0,4.63,0.54,1.28,29.5,Matches
263,Bilal El Khannouss,ma MAR,MF,Leicester City,20-287,2004,13.2,0.15,0,0,1.59,0.38,0,3.11,0.3,1.29,0,0,0,3.56,1.06,0.76,58.3,Matches
264,Abdukodir Khusanov,uz UZB,DF,Manchester City,20-358,2004,1.6,0.63,0,0,1.88,0.63,0,0,0,0.63,0,0,0,4.38,1.25,0.63,66.7,Matches
265,Max Kilman,eng ENG,DF,West Ham,27-274,1997,24.2,0.12,0,0,0.37,0.33,0.04,0,1.16,0.45,0,0,0,4.26,2.98,1.36,68.6,Matches
266,Joshua King,eng ENG,"MF,FW",Fulham,18-049,2007,0.9,0,0,0,2.22,2.22,0,1.11,1.11,3.33,0,0,0,3.33,0,0,,Matches
267,Antonin Kinsky,cz CZE,GK,Tottenham,21-345,2003,4,0,0,0,0,0,0,0,0,0.25,0,0,0,1,0.5,0,100,Matches
268,Jakub Kiwior,pl POL,DF,Arsenal,25-006,2000,3.6,0,0,0,1.39,0.28,0,0,0.28,0.56,0,0,0,2.5,1.39,0.83,62.5,Matches
269,Justin Kluivert,nl NED,"MF,FW",Bournemouth,25-292,1999,17.8,0.34,0,0,1.8,1.01,0.28,2.87,0.62,0.45,0.06,0,0,3.37,0.34,0.96,26.1,Matches
270,Ibrahima Konaté,fr FRA,DF,Liverpool,25-272,1999,18,0.28,0,0,0.94,0.67,0,0,0.5,1.11,0,0,0,3.5,3.22,0.94,77.3,Matches
271,Ezri Konsa,eng ENG,DF,Aston Villa,27-121,1997,21.1,0,0,0,0.14,1.47,0,0.24,0.76,0.76,0,0,0,2.84,0.85,0.76,52.9,Matches
272,Mateo Kovacic,hr CRO,MF,Manchester City,30-291,1994,17.2,0.29,0,0,1.05,1.05,0,0,0.87,1.57,0,0,0,4.59,0.47,0.29,61.5,Matches
273,Caleb Kporha,eng ENG,DF,Crystal Palace,18-221,2006,0.1,0,0,0,0,0,0,20,0,10,0,0,0,10,0,10,0,Matches
274,Emil Krafth,se SWE,DF,Newcastle Utd,30-203,1994,2.7,0,0,0,1.11,0.37,0,0,0.74,0.37,0,0,0,4.07,1.48,1.11,57.1,Matches
275,Mohammed Kudus,gh GHA,"MF,FW",West Ham,24-203,2000,18.4,0,0.05,0,1.14,2.01,0.76,2.72,0.16,1.03,0,0,0,4.89,0.33,1.25,20.7,Matches
276,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24-302,2000,22.7,0.13,0,0,1.54,1.37,0.22,3.88,0.44,0.84,0,0,0,4.49,0.4,0.48,45,Matches
277,Maxence Lacroix,fr FRA,DF,Crystal Palace,24-321,2000,21.9,0.18,0,0,1.14,0.59,0.05,0.23,1.92,1.23,0,0.05,0,4.75,1.78,1.46,54.9,Matches
278,Adam Lallana,eng ENG,MF,Southampton,36-287,1988,3.8,1.05,0,0,1.84,2.11,0,1.05,1.05,1.32,0,0,0,5,0.26,0.53,33.3,Matches
279,Tariq Lamptey,gh GHA,DF,Brighton,24-144,2000,6.8,0,0,0,1.18,0.74,0,2.79,0.59,1.03,0,0.15,0,4.26,0.15,1.32,10,Matches
280,Will Lankshear,eng ENG,"FW,MF",Tottenham,19-307,2005,0.1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,,Matches
281,Romeo Lavia,be BEL,MF,Chelsea,21-046,2004,5.9,0.68,0,0,1.69,0.51,0,0,1.86,1.69,0,0.17,0,4.75,1.19,0.34,77.8,Matches
282,Mario Lemina,ga GAB,"MF,DF",Wolves,31-173,1993,15.2,0.26,0,0,1.12,0.53,0.26,0.66,1.78,2.04,0,0.07,0,4.8,1.64,1.05,61,Matches
283,Bernd Leno,de GER,GK,Fulham,32-354,1992,25,0.12,0,0,0,0.12,0,0,0,0.08,0,0,0,1.64,0.2,0,100,Matches
284,Jefferson Lerma,co COL,MF,Crystal Palace,30-119,1994,14.9,0.27,0,0,1.41,1.74,0,0.34,1.61,0.4,0,0,0,6.91,2.01,2.21,47.6,Matches
285,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-092,2004,16.6,0.3,0.06,0.06,0.6,1.51,0,0.12,0.66,0.9,0,0,0,4.58,0.3,0.72,29.4,Matches
286,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23-365,2001,22.3,0.18,0,0,0.4,0.81,0.18,2.2,0.45,0.94,0.04,0,0,4.35,0.76,0.99,43.6,Matches
287,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-148,2006,7,0.29,0.14,0,0.71,2.57,0,0.43,0.71,1.86,0,0,0,4.14,0.43,0.86,33.3,Matches
288,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-193,1999,18.2,0.16,0,0,0.77,0.55,0.11,0.27,1.54,0.77,0,0.11,0,3.02,2.42,0.99,71,Matches
289,Pedro Lima,br BRA,DF,Wolves,18-235,2006,0.7,0,0,0,1.43,0,0,7.14,1.43,0,0,0,0,2.86,0,2.86,0,Matches
290,Victor Lindelof,se SWE,"DF,MF",Manchester Utd,30-219,1994,0.7,1.43,0,0,2.86,0,0,1.43,2.86,0,0,0,0,2.86,2.86,4.29,40,Matches
291,Jesper Lindstrom,dk DEN,FW,Everton,24-358,2000,11.4,0.18,0,0,1.05,0.61,0.09,5.79,0.96,1.75,0,0,0,5.09,0.44,1.05,29.4,Matches
292,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-101,2002,18.8,0,0,0,0.21,1.22,0.11,1.6,1.01,1.22,0,0,0,6.28,0.85,1.38,38.1,Matches
293,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-114,1997,8.2,0.24,0,0,0.98,0.61,0,0.61,0.73,1.95,0,0,0,3.54,0.73,0.85,46.2,Matches
294,Sasa Lukic,rs SRB,MF,Fulham,28-192,1996,17.6,0.51,0,0,2.44,1.19,0,2.33,1.14,1.36,0,0,0,4.55,1.02,0.91,52.9,Matches
295,Joe Lumley,eng ENG,GK,Southampton,30-006,1995,3,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.67,0.33,66.7,Matches
296,Massimo Luongo,au AUS,MF,Ipswich Town,32-149,1992,2,0,0,0,0.5,1,0,0.5,1,2.5,0,0,0,5,0.5,0,100,Matches
297,Ian Maatsen,nl NED,DF,Aston Villa,22-348,2002,5.7,0.35,0,0,0.88,0.7,0.35,5.44,1.23,1.23,0,0,0,6.49,1.23,0.7,63.6,Matches
298,Alexis Mac Allister,ar ARG,MF,Liverpool,26-059,1998,21,0.29,0,0,2.24,1.48,0.05,1.71,0.81,2.19,0,0,0,5.1,0.71,0.95,42.9,Matches
299,James Maddison,eng ENG,MF,Tottenham,28-090,1996,15.1,0.26,0,0,1.52,3.18,0.13,5.17,0.73,0.86,0,0,0,3.84,0.33,0.4,45.5,Matches
300,Noni Madueke,eng ENG,FW,Chelsea,22-348,2002,16.1,0.19,0,0,1.06,1.12,0.19,2.86,0.43,0.68,0,0,0,3.73,0.56,0.68,45,Matches
301,Gabriel Magalhaes,br BRA,DF,Arsenal,27-064,1997,22.1,0.14,0,0,0.72,0.68,0,0.36,0.54,0.63,0.05,0,0,2.17,2.08,1.27,62.2,Matches
302,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23-289,2001,0.9,0,0,0,2.22,3.33,0,1.11,1.11,1.11,0,0,0,3.33,1.11,2.22,33.3,Matches
303,Harry Maguire,eng ENG,DF,Manchester Utd,31-353,1993,13.1,0.53,0,0,0.99,0.38,0.08,0.15,2.37,0.69,0,0,0,3.28,2.75,1.37,66.7,Matches
